nshot_prompt,noshot_prompt,context,answer,completion_0,completion_intervention_0,correct_0,correct_intervention_0,completion_1,completion_intervention_1,correct_1,correct_intervention_1,completion_2,completion_intervention_2,correct_2,correct_intervention_2,completion_3,completion_intervention_3,correct_3,correct_intervention_3,completion_4,completion_intervention_4,correct_4,correct_intervention_4,completion_5,completion_intervention_5,correct_5,correct_intervention_5,completion_6,completion_intervention_6,correct_6,correct_intervention_6,completion_7,completion_intervention_7,correct_7,correct_intervention_7,completion_8,completion_intervention_8,correct_8,correct_intervention_8,completion_9,completion_intervention_9,correct_9,correct_intervention_9,completion_10,completion_intervention_10,correct_10,correct_intervention_10,completion_11,completion_intervention_11,correct_11,correct_intervention_11,completion_12,completion_intervention_12,correct_12,correct_intervention_12,completion_13,completion_intervention_13,correct_13,correct_intervention_13,completion_14,completion_intervention_14,correct_14,correct_intervention_14,completion_15,completion_intervention_15,correct_15,correct_intervention_15,completion_16,completion_intervention_16,correct_16,correct_intervention_16,completion_17,completion_intervention_17,correct_17,correct_intervention_17,completion_18,completion_intervention_18,correct_18,correct_intervention_18,completion_19,completion_intervention_19,correct_19,correct_intervention_19,completion_20,completion_intervention_20,correct_20,correct_intervention_20,completion_21,completion_intervention_21,correct_21,correct_intervention_21,completion_22,completion_intervention_22,correct_22,correct_intervention_22,completion_23,completion_intervention_23,correct_23,correct_intervention_23,completion_24,completion_intervention_24,correct_24,correct_intervention_24,completion_25,completion_intervention_25,correct_25,correct_intervention_25,completion_26,completion_intervention_26,correct_26,correct_intervention_26,completion_27,completion_intervention_27,correct_27,correct_intervention_27,completion_28,completion_intervention_28,correct_28,correct_intervention_28,completion_29,completion_intervention_29,correct_29,correct_intervention_29,completion_30,completion_intervention_30,correct_30,correct_intervention_30,completion_31,completion_intervention_31,correct_31,correct_intervention_31
"Q: mindlessness
A: mindfulness

Q: fool
A: genius

Q: hopeless
A: hopeful

Q: horizontal
A: vertical

Q: annual
A: perennial

Q: primary
A:","Q: primary
A:","Q: mindlessness
A: mindfulness

Q: fool
A: genius

Q: hopeless
A: hopeful

Q: horizontal
A: vertical

Q: annual
A: perennial

",secondary,The primary is,: : :,False,False,The primary is,primary,False,False,The primary is,1.,False,False,The primary is,1.,False,False,The primary is,1.,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,primary,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,The primary is,False,False,The primary is,primary,False,False,The primary is,The primary is,False,False,The primary is,1.,False,False
"Q: overt
A: covert

Q: raw
A: fried

Q: numerical
A: non-numerical

Q: fancy
A: plain

Q: null
A: full

Q: chronic
A:","Q: chronic
A:","Q: overt
A: covert

Q: raw
A: fried

Q: numerical
A: non-numerical

Q: fancy
A: plain

Q: null
A: full

",acute,Chronic is,11,False,False,Chronic is,: : :,False,False,Chronic is,1.,False,False,Chronic is,:,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,I'm,False,False,Chronic is,chronic,False,False,Chronic is,The word chron,False,False,Chronic is,I have a,False,False,Chronic is,I have a,False,False,Chronic is,I have a,False,False,Chronic is,I have a,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,chronic,False,False,Chronic is,1.,False,False
"Q: customized
A: default

Q: unsuccessful
A: successful

Q: complicated
A: simple

Q: completed
A: ongoing

Q: lawful
A: unlawful

Q: authorized
A:","Q: authorized
A:","Q: customized
A: default

Q: unsuccessful
A: successful

Q: complicated
A: simple

Q: completed
A: ongoing

Q: lawful
A: unlawful

",unauthorized,The authorized,1.,False,False,The authorized,10,False,False,The authorized,: : :,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,authorized,False,False,The authorized,"The term """,False,False,The authorized,The term “,False,False,The authorized,The term “,False,False,The authorized,The term “,False,False,The authorized,The term “,False,False,The authorized,"yes, you",False,False,The authorized,The term “,False,False,The authorized,The term “,False,False,The authorized,The term “,False,False,The authorized,The term “,False,False,The authorized,The term “,False,False,The authorized,The authorized,False,False,The authorized,The authorized,False,False,The authorized,The authorized,False,False,The authorized,The authorized,False,False,The authorized,The authorized,False,False,The authorized,1.,False,False
"Q: sensitive
A: insensitive

Q: socialism
A: capitalism

Q: barren
A: fertile

Q: ashamed
A: proud

Q: disadvantage
A: benefit

Q: believe
A:","Q: believe
A:","Q: sensitive
A: insensitive

Q: socialism
A: capitalism

Q: barren
A: fertile

Q: ashamed
A: proud

Q: disadvantage
A: benefit

",doubt,I believe that,: : :,False,False,I believe that,: : :,False,False,I believe that,: : :,False,False,I believe that,:,False,False,I believe that,I’m,False,False,I believe that,a,False,False,I believe that,I believe that,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,I believe that,False,False,I believe that,I believe that,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,believe,False,False,I believe that,Believe is,False,False,I believe that,I believe that,False,False,I believe that,I believe that,False,False,I believe that,I believe that,False,False,I believe that,I believe that,False,False,I believe that,I believe that,False,False
"Q: inclusion
A: exclusion

Q: abundant
A: scarce

Q: paid
A: unpaid

Q: clinical
A: emotional

Q: unmarked
A: marked

Q: odd
A:","Q: odd
A:","Q: inclusion
A: exclusion

Q: abundant
A: scarce

Q: paid
A: unpaid

Q: clinical
A: emotional

Q: unmarked
A: marked

",even,10,10,False,False,10,10,False,False,10,10,False,False,10,10,False,False,10,10,False,False,10,1,False,False,10,1,False,False,10,even,False,True,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,odd,False,False,10,Odd,False,False,10,Odd,False,False,10,10,False,False,10,10,False,False,10,10,False,False,10,10,False,False,10,10,False,False
"Q: related
A: unrelated

Q: discredit
A: credit

Q: pleasant
A: unpleasant

Q: background
A: foreground

Q: bound
A: free

Q: clothed
A:","Q: clothed
A:","Q: related
A: unrelated

Q: discredit
A: credit

Q: pleasant
A: unpleasant

Q: background
A: foreground

Q: bound
A: free

",nude,clothed,10,False,False,clothed,10,False,False,clothed,:,False,False,clothed,I'm,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,naked,False,False,clothed,uncloth,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,uncloth,False,False,clothed,uncloth,False,False,clothed,uncloth,False,False,clothed,uncloth,False,False,clothed,uncloth,False,False,clothed,clad,False,False,clothed,clothed,False,False,clothed,clad,False,False,clothed,clothed,False,False,clothed,clothed,False,False,clothed,clad,False,False,clothed,clad,False,False,clothed,clad,False,False,clothed,"The word """,False,False,clothed,The word cloth,False,False,clothed,uncloth,False,False
"Q: sunny
A: shady

Q: watch
A: ignore

Q: manual
A: automatic

Q: masculine
A: feminine

Q: fiction
A: documentary

Q: shadows
A:","Q: shadows
A:","Q: sunny
A: shady

Q: watch
A: ignore

Q: manual
A: automatic

Q: masculine
A: feminine

Q: fiction
A: documentary

",lights,Shadows are,1.,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,1.,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,shadows,False,False,Shadows are,The shadows,False,False,Shadows are,The shadows,False,False,Shadows are,The shadow of,False,False,Shadows are,The shadows,False,False,Shadows are,The shadow of,False,False,Shadows are,The shadow of,False,False,Shadows are,The shadow of,False,False,Shadows are,The shadow of,False,False,Shadows are,The shadow of,False,False,Shadows are,Shadows are,False,False,Shadows are,Shadows are,False,False,Shadows are,The shadows,False,False,Shadows are,The shadows,False,False,Shadows are,The shadows,False,False,Shadows are,Shadows are,False,False,Shadows are,Shadows are,False,False,Shadows are,shadows,False,False
"Q: risk
A: security

Q: rivalry
A: cooperation

Q: unemployment
A: employment

Q: centralized
A: decentralized

Q: blaspheme
A: pray

Q: parallel
A:","Q: parallel
A:","Q: risk
A: security

Q: rivalry
A: cooperation

Q: unemployment
A: employment

Q: centralized
A: decentralized

Q: blaspheme
A: pray

",series,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,"The word """,False,False,parallel,parallel,False,False,parallel,"The word """,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,parallel,False,False,parallel,The parallel is,False,False,parallel,The parallel is,False,False,parallel,The parallel is,False,False,parallel,The parallel is,False,False,parallel,The parallel is,False,False,parallel,1.,False,False
"Q: dismantle
A: establish

Q: divorce
A: marriage

Q: deceased
A: alive

Q: widening
A: narrowing

Q: second
A: first

Q: drive
A:","Q: drive
A:","Q: dismantle
A: establish

Q: divorce
A: marriage

Q: deceased
A: alive

Q: widening
A: narrowing

Q: second
A: first

",park,drive,: : :,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,The drive is,False,False,drive,The drive is,False,False,drive,drive,False,False,drive,The drive is,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,drive,False,False,drive,The drive is,False,False,drive,The drive is,False,False,drive,The drive is,False,False,drive,The drive is,False,False,drive,1.,False,False
"Q: non-operational
A: operational

Q: unique
A: common

Q: improve
A: worsen

Q: resolution
A: problem

Q: humble
A: arrogant

Q: used
A:","Q: used
A:","Q: non-operational
A: operational

Q: unique
A: common

Q: improve
A: worsen

Q: resolution
A: problem

Q: humble
A: arrogant

",new,"The word """,: : :,False,False,"The word """,: : :,False,False,"The word """,: : :,False,False,"The word """,10,False,False,"The word """,10,False,False,"The word """,10,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word ""","yes, it",False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word """,used,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word ""","The word """,False,False,"The word """,1.,False,False
"Q: blessing
A: curse

Q: fail
A: succeed

Q: synthesis
A: analysis

Q: insecure
A: confident

Q: astronomical
A: terrestrial

Q: unusual
A:","Q: unusual
A:","Q: blessing
A: curse

Q: fail
A: succeed

Q: synthesis
A: analysis

Q: insecure
A: confident

Q: astronomical
A: terrestrial

",usual,I think it,1.,False,False,I think it,unusual,False,False,I think it,A: A,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,unusual,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,I think it,False,False,I think it,I think it,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,I think it,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,uncommon,False,False,I think it,1.,False,False
"Q: defeat
A: victory

Q: cease
A: continue

Q: wise
A: foolish

Q: toad
A: frog

Q: qualitative
A: quantitative

Q: man
A:","Q: man
A:","Q: defeat
A: victory

Q: cease
A: continue

Q: wise
A: foolish

Q: toad
A: frog

Q: qualitative
A: quantitative

",woman,man is a,: : :,False,False,man is a,: : :,False,False,man is a,I'm,False,False,man is a,I'm,False,False,man is a,I’m,False,False,man is a,a,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,man is a,False,False,man is a,a male human,False,False
"Q: tail
A: head

Q: preferable
A: undesirable

Q: harmful
A: beneficial

Q: legislative
A: executive

Q: pale
A: vibrant

Q: correct
A:","Q: correct
A:","Q: tail
A: head

Q: preferable
A: undesirable

Q: harmful
A: beneficial

Q: legislative
A: executive

Q: pale
A: vibrant

",erroneous,The correct answer,10,False,False,The correct answer,correct,False,False,The correct answer,I think it,False,False,The correct answer,I think it,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,correct,False,False,The correct answer,1.,False,False
